nama_pelanggan	segmen	negara	kota	provinsi	kodepos	wilayah	ID_produk	Kategori_produk	sub_kategori_produk	nama_produk	Penjualan	jumlah	diskon	keuntungan
Helen Abelman	Consumer	United States	Fort Collins	Colorado	80525	West	FUR-CH-10000749	Furniture	Chairs	Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms	579.136	4	0.2	-28.9568
David Wiener	Corporate	United States	Redmond	Oregon	97756	West	FUR-TA-10002607	Furniture	Tables	KI Conference Tables	177.225	5	0.5	-120.513
Brian DeCherney	Consumer	United States	Lawton	Oklahoma	73505	Central	FUR-TA-10003748	Furniture	Tables	Bevis 36 x 72 Conference Tables	248.98	2	0	54.7756
Paul Stevenson	Home Office	United States	Tulsa	Oklahoma	74133	Central	OFF-AR-10003179	Office Supplies	Art	Dixon Ticonderoga Core-Lock Colored Pencils	36.44	4	0	12.0252
Helen Abelman	Consumer	United States	Fort Collins	Colorado	80525	West	OFF-BI-10000831	Office Supplies	Binders	Storex Flexible Poly Binders with Double Pockets	3.168	4	0.7	-2.5344
Tom Ashbrook	Home Office	United States	New York City	New York	10024	East	OFF-EN-10002500	Office Supplies	Envelopes	Globe Weis Peel & Seel First Class Envelopes	63.9	5	0	28.755
Marina Lichtenstein	Corporate	United States	Philadelphia	Pennsylvania	19134	East	OFF-EN-10003068	Office Supplies	Envelopes	#6 3/4 Gummed Flap White Envelopes	31.68	4	0.2	11.088
Brian DeCherney	Consumer	United States	Lawton	Oklahoma	73505	Central	OFF-ST-10000129	Office Supplies	Storage	Fellowes Recycled Storage Drawers	333.09	3	0	23.3163
Tom Ashbrook	Home Office	United States	New York City	New York	10024	East	TEC-CO-10004722	Technology	Copiers	Canon imageCLASS 2200 Advanced Copier	11199.968	4	0.2	3919.9888
Tom Ashbrook	Home Office	United States	New York City	New York	10024	East	TEC-PH-10001494	Technology	Phones	Polycom CX600 IP Phone VoIP phone	2399.6	8	0	647.892
Tom Ashbrook	Home Office	United States	New York City	New York	10024	East	TEC-PH-10003800	Technology	Phones	i.Sound Portable Power - 8000 mAh	52.99	1	0	0.5299
Marina Lichtenstein	Corporate	United States	Philadelphia	Pennsylvania	19134	East	TEC-PH-10003988	Technology	Phones	LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite	32.7	5	0.4	-6.54
Adam Hart	Corporate	United States	Cranston	Rhode Island	2920	East	FUR-FU-10000277	Furniture	Furnishings	Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting	210.68	2	0	50.5632
Julie Creighton	Corporate	United States	Rochester	New York	14609	East	FUR-FU-10000771	Furniture	Furnishings	Eldon 200 Class Desk Accessories, Smoke	69.08	11	0	29.0136
Adam Hart	Corporate	United States	Cranston	Rhode Island	2920	East	FUR-FU-10004963	Furniture	Furnishings	Eldon 400 Class Desk Accessories, Black Carbon	35	4	0	14.7
Adam Hart	Corporate	United States	Cranston	Rhode Island	2920	East	FUR-TA-10001039	Furniture	Tables	KI Adjustable-Height Table	240.744	4	0.3	-13.7568
Adam Hart	Corporate	United States	Cranston	Rhode Island	2920	East	FUR-TA-10004915	Furniture	Tables	Office Impressions End Table, 20-1/2"H x 24"W x 20"D	637.896	3	0.3	-127.5792
Adam Hart	Corporate	United States	Cranston	Rhode Island	2920	East	OFF-AP-10002906	Office Supplies	Appliances	Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum	2.22	1	0	0.666
Darrin Martin	Consumer	United States	San Antonio	Texas	78207	Central	OFF-AR-10000634	Office Supplies	Art	Newell 320	10.272	3	0.2	0.8988
Randy Bradley	Consumer	United States	Austin	Texas	78745	Central	OFF-BI-10000962	Office Supplies	Binders	Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2" X 14" 7/8"	9.762	3	0.8	-15.1311
Darrin Martin	Consumer	United States	San Antonio	Texas	78207	Central	OFF-BI-10004364	Office Supplies	Binders	Storex Dura Pro Binders	3.564	3	0.8	-6.237
Julie Creighton	Corporate	United States	Rochester	New York	14609	East	OFF-PA-10002479	Office Supplies	Paper	Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)	26.4	5	0	11.88
Adam Hart	Corporate	United States	Cranston	Rhode Island	2920	East	OFF-PA-10003724	Office Supplies	Paper	Wirebound Message Book, 4 per Page	43.44	8	0	21.2856
Julie Creighton	Corporate	United States	Rochester	New York	14609	East	OFF-PA-10003739	Office Supplies	Paper	Xerox 1969	11.56	2	0	5.6644
Randy Bradley	Consumer	United States	Austin	Texas	78745	Central	OFF-ST-10002344	Office Supplies	Storage	Carina 42"Hx23 3/4"W Media Storage Unit	259.136	4	0.2	-58.3056
Randy Bradley	Consumer	United States	Austin	Texas	78745	Central	OFF-ST-10004507	Office Supplies	Storage	Advantus Rolling Storage Box	13.72	1	0.2	1.2005
Randy Bradley	Consumer	United States	Austin	Texas	78745	Central	TEC-AC-10002942	Technology	Accessories	WD My Passport Ultra 1TB Portable External Hard Drive	55.2	1	0.2	-2.07
Julie Creighton	Corporate	United States	Rochester	New York	14609	East	TEC-PH-10001552	Technology	Phones	I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink	35.88	3	0	10.0464
Darrin Martin	Consumer	United States	San Antonio	Texas	78207	Central	TEC-PH-10002824	Technology	Phones	Jabra SPEAK 410 Multidevice Speakerphone	823.96	5	0.2	51.4975
Jocasta Rupert	Consumer	United States	Jacksonville	Florida	32216	South	TEC-PH-10004586	Technology	Phones	Wilson SignalBoost 841262 DB PRO Amplifier Kit	863.88	3	0.2	107.985
Patrick O'Brill	Consumer	United States	Mansfield	Texas	76063	Central	FUR-TA-10004607	Furniture	Tables	Hon 2111 Invitation Series Straight Table	517.405	5	0.3	-81.3065
Carlos Soltero	Consumer	United States	Jackson	Mississippi	39212	South	OFF-FA-10000735	Office Supplies	Fasteners	Staples	11.68	4	0	5.256
Olvera Toch	Consumer	United States	Virginia Beach	Virginia	23464	South	FUR-TA-10001520	Furniture	Tables	Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table	356.85	5	0	60.6645
Shaun Chance	Corporate	United States	Lancaster	Pennsylvania	17602	East	OFF-BI-10003007	Office Supplies	Binders	Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2" x 11"	81.438	7	0.7	-65.1504
Jamie Frazer	Consumer	United States	Philadelphia	Pennsylvania	19134	East	OFF-BI-10004330	Office Supplies	Binders	GBC Velobind Prepunched Cover Sets, Regency Series	33.282	3	0.7	-27.735
Olvera Toch	Consumer	United States	Virginia Beach	Virginia	23464	South	OFF-EN-10002831	Office Supplies	Envelopes	Tyvek  Top-Opening Peel & Seel  Envelopes, Gray	251.58	7	0	113.211
Paul Gonzalez	Consumer	United States	Rochester	Minnesota	55901	Central	OFF-LA-10000134	Office Supplies	Labels	Avery 511	6.16	2	0	2.9568
Jamie Frazer	Consumer	United States	Philadelphia	Pennsylvania	19134	East	OFF-LA-10001404	Office Supplies	Labels	Avery 517	14.76	5	0.2	4.9815
Benjamin Farhat	Home Office	United States	Dallas	Texas	75217	Central	OFF-ST-10000464	Office Supplies	Storage	Multi-Use Personal File Cart and Caster Set, Three Stacking Bins	55.616	2	0.2	5.5616
Paul Gonzalez	Consumer	United States	Rochester	Minnesota	55901	Central	TEC-AC-10001998	Technology	Accessories	Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired	19.99	1	0	6.7966
Shaun Chance	Corporate	United States	Lancaster	Pennsylvania	17602	East	TEC-PH-10001433	Technology	Phones	Cisco Small Business SPA 502G VoIP phone	61.542	1	0.4	-13.3341
Jamie Frazer	Consumer	United States	Philadelphia	Pennsylvania	19134	East	TEC-PH-10002807	Technology	Phones	Motorla HX550 Universal Bluetooth Headset	118.65	5	0.4	19.775
Jack O'Briant	Corporate	United States	San Francisco	California	94110	West	FUR-BO-10003034	Furniture	Bookcases	O'Sullivan Elevations Bookcase, Cherry Finish	556.665	5	0.15	6.549
Jim Mitchum	Corporate	United States	Los Angeles	California	90032	West	FUR-TA-10001539	Furniture	Tables	Chromcraft Rectangular Conference Tables	189.576	1	0.2	9.4788
Nona Balk	Corporate	United States	Tallahassee	Florida	32303	South	OFF-AR-10001662	Office Supplies	Art	Rogers Handheld Barrel Pencil Sharpener	6.576	3	0.2	0.5754
Matt Abelman	Home Office	United States	Chicago	Illinois	60610	Central	OFF-AR-10003045	Office Supplies	Art	Prang Colored Pencils	7.056	3	0.2	2.205
Nona Balk	Corporate	United States	Tallahassee	Florida	32303	South	OFF-BI-10001097	Office Supplies	Binders	Avery Hole Reinforcements	5.607	3	0.7	-3.9249
Sally Hughsby	Corporate	United States	Dallas	Texas	75081	Central	OFF-EN-10003068	Office Supplies	Envelopes	#6 3/4 Gummed Flap White Envelopes	15.84	2	0.2	5.544
Sally Hughsby	Corporate	United States	Dallas	Texas	75081	Central	OFF-PA-10001204	Office Supplies	Paper	Xerox 1972	8.448	2	0.2	2.64
Nona Balk	Corporate	United States	Tallahassee	Florida	32303	South	OFF-PA-10001685	Office Supplies	Paper	Easy-staple paper	56.784	7	0.2	20.5842
Tamara Willingham	Home Office	United States	Mesa	Arizona	85204	West	OFF-PA-10004039	Office Supplies	Paper	Xerox 1882	44.784	1	0.2	16.2342
Matt Abelman	Home Office	United States	Chicago	Illinois	60610	Central	TEC-PH-10001536	Technology	Phones	Spigen Samsung Galaxy S5 Case Wallet	27.184	2	0.2	2.0388
Jack O'Briant	Corporate	United States	San Francisco	California	94110	West	TEC-PH-10003215	Technology	Phones	Jackery Bar Premium Fast-charging Portable Charger	95.84	4	0.2	34.742
Jim Mitchum	Corporate	United States	Los Angeles	California	90032	West	TEC-PH-10004100	Technology	Phones	Griffin GC17055 Auxiliary Audio Cable	71.96	5	0.2	7.196
Janet Martin	Consumer	United States	Fayetteville	North Carolina	28314	South	FUR-FU-10001876	Furniture	Furnishings	Computer Room Manger, 14"	77.952	3	0.2	15.5904
Lori Olson	Corporate	United States	New York City	New York	10035	East	OFF-EN-10004386	Office Supplies	Envelopes	Recycled Interoffice Envelopes with String and Button Closure, 10 x 13	47.98	2	0	23.99
Sue Ann Reed	Consumer	United States	Everett	Massachusetts	2149	East	OFF-LA-10002475	Office Supplies	Labels	Avery 519	21.93	3	0	10.3071
Janet Martin	Consumer	United States	Fayetteville	North Carolina	28314	South	OFF-PA-10000300	Office Supplies	Paper	Xerox 1936	47.952	3	0.2	16.1838
Keith Herrera	Consumer	United States	Houston	Texas	77095	Central	OFF-PA-10001937	Office Supplies	Paper	Xerox 21	15.552	3	0.2	5.4432
Janet Martin	Consumer	United States	Fayetteville	North Carolina	28314	South	OFF-ST-10001522	Office Supplies	Storage	Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h	147.184	2	0.2	-29.4368
Keith Herrera	Consumer	United States	Houston	Texas	77095	Central	TEC-AC-10002167	Technology	Accessories	Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive	24	2	0.2	-2.7
Keith Herrera	Consumer	United States	Houston	Texas	77095	Central	TEC-AC-10004510	Technology	Accessories	Logitech Desktop MK120 Mouse and keyboard Combo	26.176	2	0.2	-3.272
George Bell	Corporate	United States	Auburn	New York	13021	East	OFF-PA-10002250	Office Supplies	Paper	Things To Do Today Pad	46.96	8	0	22.5408
Jim Karlsson	Consumer	United States	Seattle	Washington	98115	West	FUR-BO-10004467	Furniture	Bookcases	Bestar Classic Bookcase	199.98	2	0	37.9962
Ross DeVincentis	Home Office	United States	Richmond	Kentucky	40475	South	FUR-CH-10000553	Furniture	Chairs	Metal Folding Chairs, Beige, 4/Carton	33.94	1	0	9.1638
Jamie Kunitz	Consumer	United States	San Francisco	California	94122	West	FUR-CH-10003061	Furniture	Chairs	Global Leather Task Chair, Black	71.992	1	0.2	-0.8999
Jim Karlsson	Consumer	United States	Seattle	Washington	98115	West	FUR-CH-10003833	Furniture	Chairs	Novimex Fabric Task Chair	97.568	2	0.2	-6.098
Jim Karlsson	Consumer	United States	Seattle	Washington	98115	West	FUR-CH-10004289	Furniture	Chairs	Global Super Steno Chair	614.272	8	0.2	-23.0352
Jane Waco	Corporate	United States	Vancouver	Washington	98661	West	FUR-FU-10002885	Furniture	Furnishings	Magna Visual Magnetic Picture Hangers	9.64	2	0	3.6632
Ryan Akin	Consumer	United States	Dallas	Texas	75217	Central	FUR-FU-10003849	Furniture	Furnishings	DAX Metal Frame, Desktop, Stepped-Edge	16.192	2	0.6	-8.5008
Mick Crebagga	Consumer	United States	Philadelphia	Pennsylvania	19140	East	FUR-FU-10004415	Furniture	Furnishings	Stacking Tray, Side-Loading, Legal, Smoke	7.168	2	0.2	0.9856
Ryan Akin	Consumer	United States	Dallas	Texas	75217	Central	FUR-TA-10002041	Furniture	Tables	Bevis Round Conference Table Top, X-Base	251.006	2	0.3	-68.1302
Jamie Kunitz	Consumer	United States	San Francisco	California	94122	West	OFF-AP-10002684	Office Supplies	Appliances	Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection	1702.12	14	0	510.636
Jamie Kunitz	Consumer	United States	San Francisco	California	94122	West	OFF-AR-10003514	Office Supplies	Art	4009 Highlighters by Sanford	19.9	5	0	6.567
Michelle Moray	Consumer	United States	Seattle	Washington	98115	West	OFF-BI-10002072	Office Supplies	Binders	Cardinal Slant-D Ring Binders	13.904	2	0.2	5.214
Michelle Moray	Consumer	United States	Seattle	Washington	98115	West	OFF-BI-10004330	Office Supplies	Binders	GBC Velobind Prepunched Cover Sets, Regency Series	88.752	3	0.2	27.735
Ross DeVincentis	Home Office	United States	Richmond	Kentucky	40475	South	OFF-LA-10001982	Office Supplies	Labels	Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set	30	8	0	14.4
Jamie Kunitz	Consumer	United States	San Francisco	California	94122	West	OFF-LA-10003077	Office Supplies	Labels	Avery 500	43.86	6	0	20.6142
Jamie Kunitz	Consumer	United States	San Francisco	California	94122	West	OFF-PA-10003424	Office Supplies	Paper	"While you Were Out" Message Book, One Form per Page	7.42	2	0	3.71
Mick Crebagga	Consumer	United States	Philadelphia	Pennsylvania	19140	East	OFF-PA-10004355	Office Supplies	Paper	Xerox 231	20.736	4	0.2	7.2576
Ryan Akin	Consumer	United States	Dallas	Texas	75217	Central	OFF-ST-10002214	Office Supplies	Storage	X-Rack File for Hanging Folders	54.192	6	0.2	4.0644
Mick Crebagga	Consumer	United States	Philadelphia	Pennsylvania	19140	East	OFF-ST-10002486	Office Supplies	Storage	Eldon Shelf Savers Cubes and Bins	11.168	2	0.2	-2.5128
Ross DeVincentis	Home Office	United States	Richmond	Kentucky	40475	South	OFF-ST-10004963	Office Supplies	Storage	Eldon Gobal File Keepers	105.98	7	0	4.2392
Ross DeVincentis	Home Office	United States	Richmond	Kentucky	40475	South	OFF-SU-10002573	Office Supplies	Supplies	Acme 10" Easy Grip Assistive Scissors	35.06	2	0	10.518
Mick Crebagga	Consumer	United States	Philadelphia	Pennsylvania	19140	East	TEC-AC-10001142	Technology	Accessories	First Data FD10 PIN Pad	442.4	7	0.2	-55.3
Jamie Kunitz	Consumer	United States	San Francisco	California	94122	West	TEC-PH-10003505	Technology	Phones	Geemarc AmpliPOWER60	148.48	2	0.2	16.704
Adrian Hane	Home Office	United States	Dallas	Texas	75217	Central	OFF-AR-10003651	Office Supplies	Art	Newell 350	5.248	2	0.2	0.5904
Craig Yedwab	Corporate	United States	Chicago	Illinois	60610	Central	OFF-EN-10001137	Office Supplies	Envelopes	#10 Gummed Flap White Envelopes, 100/Box	9.912	3	0.2	3.2214
Craig Yedwab	Corporate	United States	Chicago	Illinois	60610	Central	TEC-PH-10004042	Technology	Phones	ClearOne Communications CHAT 70 OC Speaker Phone	508.768	4	0.2	38.1576
Sarah Foster	Consumer	United States	Bellingham	Washington	98226	West	FUR-TA-10003954	Furniture	Tables	Hon 94000 Series Round Tables	2665.62	9	0	239.9058
Sarah Foster	Consumer	United States	Bellingham	Washington	98226	West	OFF-BI-10001308	Office Supplies	Binders	GBC Standard Plastic Binding Systems' Combs	25.12	5	0.2	7.85
Sandra Flanagan	Consumer	United States	Everett	Massachusetts	2149	East	OFF-PA-10001033	Office Supplies	Paper	Xerox 1893	40.99	1	0	20.0851
Sandra Flanagan	Consumer	United States	Everett	Massachusetts	2149	East	OFF-PA-10004243	Office Supplies	Paper	Xerox 1939	189.7	10	0	91.056
Thomas Boland	Corporate	United States	Henderson	Kentucky	42420	South	FUR-CH-10000454	Furniture	Chairs	Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back	975.92	4	0	292.776
Sharelle Roach	Home Office	United States	Springfield	Ohio	45503	East	FUR-CH-10001973	Furniture	Chairs	Office Star Flex Back Scooter Chair with White Frame	155.372	2	0.3	-35.5136
Thea Hudgings	Corporate	United States	Philadelphia	Pennsylvania	19140	East	FUR-FU-10001847	Furniture	Furnishings	Eldon Image Series Black Desk Accessories	3.312	1	0.2	0.6624
Nancy Lomonaco	Home Office	United States	Danville	California	94526	West	FUR-FU-10002508	Furniture	Furnishings	Document Clip Frames	25.02	3	0	10.5084
Thea Hudgings	Corporate	United States	Philadelphia	Pennsylvania	19140	East	OFF-AP-10001962	Office Supplies	Appliances	Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210	20.136	3	0.2	1.2585
Nora Paige	Consumer	United States	Saint Louis	Missouri	63116	Central	OFF-AP-10001962	Office Supplies	Appliances	Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210	83.9	10	0	20.975
Cindy Stewart	Consumer	United States	Los Angeles	California	90036	West	OFF-AP-10003040	Office Supplies	Appliances	Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection	168.1	5	0	43.706
Barry Gonzalez	Consumer	United States	Springfield	Virginia	22153	South	OFF-AR-10000246	Office Supplies	Art	Newell 318	5.56	2	0	1.4456
Greg Guthrie	Corporate	United States	Bloomington	Illinois	61701	Central	OFF-AR-10001958	Office Supplies	Art	Stanley Bostitch Contemporary Electric Pencil Sharpeners	54.336	4	0.2	5.4336
Nancy Lomonaco	Home Office	United States	Danville	California	94526	West	OFF-AR-10003469	Office Supplies	Art	Nontoxic Chalk	8.8	5	0	4.224
Kalyca Meade	Corporate	United States	Overland Park	Kansas	66212	Central	OFF-AR-10004685	Office Supplies	Art	Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set	27.78	6	0	9.1674
Nancy Lomonaco	Home Office	United States	Danville	California	94526	West	OFF-BI-10003718	Office Supplies	Binders	GBC Therma-A-Bind 250T Electric Binding System	590.352	6	0.2	206.6232
Nancy Lomonaco	Home Office	United States	Danville	California	94526	West	OFF-EN-10001335	Office Supplies	Envelopes	White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes	76.58	7	0	38.29
Thea Hudgings	Corporate	United States	Philadelphia	Pennsylvania	19140	East	OFF-EN-10003845	Office Supplies	Envelopes	Colored Envelopes	8.856	3	0.2	2.8782
Thomas Boland	Corporate	United States	Henderson	Kentucky	42420	South	OFF-EN-10004846	Office Supplies	Envelopes	Letter or Legal Size Expandable Poly String Tie Envelopes	5.32	2	0	2.6068
Kalyca Meade	Corporate	United States	Overland Park	Kansas	66212	Central	OFF-FA-10003495	Office Supplies	Fasteners	Staples	18.24	3	0	9.12
Nancy Lomonaco	Home Office	United States	Danville	California	94526	West	OFF-FA-10004838	Office Supplies	Fasteners	Super Bands, 12/Pack	5.58	3	0	0.1674
Ken Heidel	Corporate	United States	Seattle	Washington	98105	West	OFF-PA-10000791	Office Supplies	Paper	Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book	23.85	5	0	10.7325
Joy Bell-	Consumer	United States	Salt Lake City	Utah	84106	West	OFF-PA-10001800	Office Supplies	Paper	Xerox 220	19.44	3	0	9.3312
Nora Paige	Consumer	United States	Saint Louis	Missouri	63116	Central	OFF-PA-10001838	Office Supplies	Paper	Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages	11.76	2	0	5.7624
Nancy Lomonaco	Home Office	United States	Danville	California	94526	West	OFF-ST-10001511	Office Supplies	Storage	Space Solutions Commercial Steel Shelving	452.55	7	0	22.6275
Thomas Boland	Corporate	United States	Henderson	Kentucky	42420	South	OFF-ST-10001580	Office Supplies	Storage	Super Decoflex Portable Personal File	59.92	4	0	16.7776
Anthony Rawles	Corporate	United States	Columbus	Ohio	43229	East	OFF-SU-10000646	Office Supplies	Supplies	Premier Automatic Letter Opener	384.592	2	0.2	-81.7258
Thomas Boland	Corporate	United States	Henderson	Kentucky	42420	South	TEC-AC-10004145	Technology	Accessories	Logitech diNovo Edge Keyboard	2249.91	9	0	517.4793
Thea Hudgings	Corporate	United States	Philadelphia	Pennsylvania	19140	East	TEC-PH-10001817	Technology	Phones	Wilson Electronics DB Pro Signal Booster	859.2	4	0.4	-186.16
Kimberly Carter	Corporate	United States	Seattle	Washington	98105	West	FUR-CH-10001891	Furniture	Chairs	Global Deluxe Office Fabric Chairs	307.136	4	0.2	26.8744
Denise Leinenbach	Consumer	United States	Las Cruces	New Mexico	88001	West	FUR-FU-10000629	Furniture	Furnishings	9-3/4 Diameter Round Wall Clock	41.37	3	0	17.3754
Don Jones	Corporate	United States	Murfreesboro	Tennessee	37130	South	FUR-FU-10001967	Furniture	Furnishings	Telescoping Adjustable Floor Lamp	15.992	1	0.2	0.9995
Bruce Geld	Consumer	United States	Bakersfield	California	93309	West	FUR-TA-10001086	Furniture	Tables	SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine	486.368	4	0.2	36.4776
Clay Rozendal	Home Office	United States	San Diego	California	92037	West	FUR-TA-10001095	Furniture	Tables	Chromcraft Round Conference Tables	1673.184	12	0.2	20.9148
Dave Kipp	Consumer	United States	Orlando	Florida	32839	South	OFF-AR-10004010	Office Supplies	Art	Hunt Boston Vacuum Mount KS Pencil Sharpener	55.984	2	0.2	4.1988
Darrin Martin	Consumer	United States	Philadelphia	Pennsylvania	19143	East	OFF-BI-10000216	Office Supplies	Binders	Mead 1st Gear 2" Zipper Binder, Asst. Colors	11.673	3	0.7	-7.782
Jack O'Briant	Corporate	United States	Seattle	Washington	98103	West	OFF-BI-10002393	Office Supplies	Binders	Binder Posts	18.368	4	0.2	5.9696
Dave Kipp	Consumer	United States	Orlando	Florida	32839	South	OFF-BI-10002982	Office Supplies	Binders	Avery Self-Adhesive Photo Pockets for Polaroid Photos	4.086	2	0.7	-2.9964
Daniel Lacy	Consumer	United States	Eagan	Minnesota	55122	Central	OFF-LA-10001771	Office Supplies	Labels	Avery 513	14.94	3	0	6.8724
Julie Creighton	Corporate	United States	Atlanta	Georgia	30318	South	OFF-LA-10004484	Office Supplies	Labels	Avery 476	12.39	3	0	5.6994
Kimberly Carter	Corporate	United States	Seattle	Washington	98105	West	OFF-PA-10000157	Office Supplies	Paper	Xerox 191	139.86	7	0	65.7342
Daniel Lacy	Consumer	United States	Eagan	Minnesota	55122	Central	OFF-PA-10000327	Office Supplies	Paper	Xerox 1971	8.56	2	0	3.852
Patrick Jones	Corporate	United States	Richmond	Kentucky	40475	South	OFF-PA-10001215	Office Supplies	Paper	Xerox 1963	26.4	5	0	11.88
Dave Kipp	Consumer	United States	Orlando	Florida	32839	South	OFF-PA-10002947	Office Supplies	Paper	Xerox 1923	10.688	2	0.2	3.7408
Paul Gonzalez	Consumer	United States	San Francisco	California	94109	West	OFF-PA-10003022	Office Supplies	Paper	Xerox 1992	35.88	6	0	17.5812
Justin MacKendrick	Consumer	United States	Wilmington	North Carolina	28403	South	OFF-PA-10003673	Office Supplies	Paper	Strathmore Photo Mount Cards	16.272	3	0.2	5.2884
Daniel Lacy	Consumer	United States	Eagan	Minnesota	55122	Central	OFF-ST-10001325	Office Supplies	Storage	Sterilite Officeware Hinged File Box	52.4	5	0	14.148
Peter Bühler	Consumer	United States	Philadelphia	Pennsylvania	19140	East	TEC-AC-10001553	Technology	Accessories	Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack	40.776	3	0.2	0.5097
Eva Jacobs	Consumer	United States	Seattle	Washington	98105	West	TEC-AC-10002345	Technology	Accessories	HP Standard 104 key PS/2 Keyboard	43.5	3	0	10.875
Clay Rozendal	Home Office	United States	San Diego	California	92037	West	TEC-AC-10004469	Technology	Accessories	Microsoft Sculpt Comfort Mouse	199.75	5	0	87.89
Dave Kipp	Consumer	United States	Orlando	Florida	32839	South	TEC-CO-10003236	Technology	Copiers	Canon Image Class D660 Copier	959.984	2	0.2	311.9948
Beth Fritzler	Corporate	United States	Miami	Florida	33178	South	TEC-PH-10002549	Technology	Phones	Polycom SoundPoint IP 450 VoIP phone	361.376	2	0.2	27.1032
Kelly Lampkin	Corporate	United States	Greensboro	North Carolina	27405	South	FUR-TA-10004575	Furniture	Tables	Hon 5100 Series Wood Tables	523.764	3	0.4	-192.0468
Grant Thornton	Corporate	United States	Burlington	North Carolina	27217	South	OFF-AP-10002457	Office Supplies	Appliances	Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red	167.44	2	0.2	14.651
Katherine Murray	Home Office	United States	Springdale	Arkansas	72762	South	OFF-AR-10000657	Office Supplies	Art	Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box	4.3	2	0	1.419
Frank Merwin	Home Office	United States	Bryan	Texas	77803	Central	OFF-BI-10001308	Office Supplies	Binders	GBC Standard Plastic Binding Systems' Combs	7.536	6	0.8	-13.188
Frank Merwin	Home Office	United States	Bryan	Texas	77803	Central	OFF-BI-10003094	Office Supplies	Binders	Self-Adhesive Ring Binder Labels	1.408	2	0.8	-2.3232
Frank Merwin	Home Office	United States	Bryan	Texas	77803	Central	OFF-BI-10004040	Office Supplies	Binders	Wilson Jones Impact Binders	4.144	4	0.8	-6.4232
Christina Anderson	Consumer	United States	Chattanooga	Tennessee	37421	South	OFF-BI-10004364	Office Supplies	Binders	Storex Dura Pro Binders	3.564	2	0.7	-2.97
Christina Anderson	Consumer	United States	Chattanooga	Tennessee	37421	South	OFF-LA-10002195	Office Supplies	Labels	Avery 481	4.928	2	0.2	1.7248
Sam Zeldin	Home Office	United States	Grand Prairie	Texas	75051	Central	OFF-LA-10003923	Office Supplies	Labels	Alphabetical Labels for Top Tab Filing	23.68	2	0.2	8.88
James Lanier	Home Office	United States	Columbia	Tennessee	38401	South	OFF-PA-10001560	Office Supplies	Paper	Adams Telephone Message Books, 5 1/4” x 11”	9.664	2	0.2	3.2616
Henry Goldwyn	Corporate	United States	Lancaster	Ohio	43130	East	OFF-ST-10002344	Office Supplies	Storage	Carina 42"Hx23 3/4"W Media Storage Unit	194.352	3	0.2	-43.7292
Frank Merwin	Home Office	United States	Bryan	Texas	77803	Central	OFF-ST-10002485	Office Supplies	Storage	Rogers Deluxe File Chest	52.752	3	0.2	-12.5286
Christina Anderson	Consumer	United States	Chattanooga	Tennessee	37421	South	TEC-AC-10000303	Technology	Accessories	Logitech M510 Wireless Mouse	95.976	3	0.2	15.5961
Henry Goldwyn	Corporate	United States	Lancaster	Ohio	43130	East	TEC-AC-10002323	Technology	Accessories	SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card	70.72	4	0.2	-6.188
Grant Thornton	Corporate	United States	Burlington	North Carolina	27217	South	TEC-MA-10004125	Technology	Machines	Cubify CubeX 3D Printer Triple Head Print	7999.98	4	0.5	-3839.9904
Christina Anderson	Consumer	United States	Chattanooga	Tennessee	37421	South	TEC-PH-10000127	Technology	Phones	iOttie XL Car Mount	143.928	9	0.2	-32.3838
